time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-08-14T05:35:09.050Z,-54.9651,-129.7723,10,5.6,mww,,37,31.055,0.86,us,us2000a7xx,2017-11-14T01:42:06.040Z,"Pacific-Antarctic Ridge",earthquake,4.8,1.7,0.071,19,reviewed,us,us
2017-08-15T06:01:44.960Z,-14.7973,-173.1163,8,5.7,mww,,87,1.569,1.19,us,us2000a8bb,2017-11-14T01:42:08.040Z,"137km SW of Gataivai, Samoa",earthquake,8.7,1.8,0.071,19,reviewed,us,us
2017-08-16T12:51:25.870Z,28.6737,127.9007,198,5.7,mww,,29,1.86,1.14,us,us2000a8qf,2017-11-14T01:42:10.040Z,"158km WNW of Naze, Japan",earthquake,4.8,1.9,0.046,45,reviewed,us,us
2017-08-18T02:59:25.640Z,-1.112,-13.6605,35,6.6,mww,,24,6.811,0.74,us,us2000a98r,2017-11-14T01:42:13.040Z,"North of Ascension Island",earthquake,8.6,1.9,0.06,27,reviewed,us,us
2017-08-18T21:00:49.210Z,-6.2578,128.0493,13.7,5.5,mww,,24,3.651,0.72,us,us2000a9k7,2017-11-14T01:42:14.040Z,"280km S of Amahusu, Indonesia",earthquake,6.7,3.6,0.056,31,reviewed,us,us
2017-08-19T02:00:52.550Z,-17.9609,-178.8406,544,6.4,mww,,10,2.966,0.96,us,us2000a9n1,2017-11-14T01:42:14.040Z,"254km SE of Lambasa, Fiji",earthquake,8.1,1.9,0.046,46,reviewed,us,us
2017-08-26T21:50:59.260Z,-47.2669,160.03,10,5.5,mww,,53,4.704,0.66,us,us2000ac49,2017-11-22T03:43:34.040Z,"North of Macquarie Island",earthquake,7.8,1.7,0.065,23,reviewed,us,us
2017-08-27T04:17:51.000Z,-1.4525,148.08,8,6.3,mww,,13,0.923,0.83,us,us2000ac7a,2017-11-28T18:33:48.040Z,"109km NE of Lorengau, Papua New Guinea",earthquake,5.9,1.7,0.061,26,reviewed,us,us
2017-08-31T17:06:55.750Z,-1.159,99.6881,43.14,6.3,mww,,20,2,1.13,us,us2000adjh,2020-01-03T01:10:17.631Z,"71km NE of Muara Siberut, Indonesia",earthquake,6.5,3.3,0.056,31,reviewed,us,us
2017-08-31T17:46:02.862Z,58.4501,-153.6515,62.9,5.6,mw,,,,0.84,ak,ak017b65zkfy,2019-06-19T14:26:28.497Z,"98km NW of Kodiak Station, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-01T11:07:37.020Z,57.058,-34.0711,10,5.5,mww,,21,7.14,0.96,us,us2000adtb,2017-11-28T18:33:56.040Z,"Reykjanes Ridge",earthquake,7.4,1.7,0.054,33,reviewed,us,us
2017-09-02T23:00:01.800Z,14.0158,146.5948,11,5.5,mww,,21,1.73,0.79,us,us2000aek2,2017-11-28T18:33:58.040Z,"148km SE of JP Tinian Town pre-WW2, Northern Mariana Islands",earthquake,8.3,1.7,0.071,19,reviewed,us,us
2017-09-03T03:30:01.760Z,41.3324,129.0297,0,6.3,mb,,10,3.309,0.83,us,us2000aert,2017-12-07T20:00:05.040Z,"21km ENE of Sungjibaegam, North Korea",nuclear explosion,1.4,1.7,0.02,941,reviewed,us,us
2017-09-04T08:07:34.500Z,-57.7387,-25.6131,25,6.1,mww,,21,7.009,0.86,us,us2000afh9,2017-12-07T20:00:09.040Z,"150km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.2,1.7,0.066,22,reviewed,us,us
2017-09-05T02:50:01.300Z,-16.2437,167.9781,181.33,5.5,mww,,25,4.563,0.69,us,us2000aful,2020-01-03T01:10:33.156Z,"61km ESE of Lakatoro, Vanuatu",earthquake,8.2,4,0.062,25,reviewed,us,us
2017-09-07T17:26:49.320Z,27.7829,139.8041,451,6.1,mww,,20,2.223,1.15,us,us2000ahlq,2017-12-07T20:00:19.040Z,"250km WNW of Chichi-shima, Japan",earthquake,9.1,1.9,0.052,36,reviewed,us,us
2017-09-08T04:49:19.180Z,15.0222,-93.8993,47.39,8.2,mww,,22,0.944,1.22,us,us2000ahv0,2020-01-10T05:06:33.242Z,"101km SSW of Tres Picos, Mexico",earthquake,6.2,3.7,0.058,29,reviewed,us,us
2017-09-08T05:01:33.100Z,15.1793,-94.2971,36.25,5.7,mb,,145,2.599,0.95,us,us2000ahv7,2017-12-07T20:00:20.040Z,"105km SSW of Paredon, Mexico",earthquake,8.7,10.7,0.108,31,reviewed,us,us
2017-09-09T04:54:52.110Z,15.081,-94.0609,29,5.5,mww,,66,1.021,1.08,us,us2000ailq,2017-12-07T20:00:25.040Z,"103km SSW of Tres Picos, Mexico",earthquake,6.3,1.8,0.063,24,reviewed,us,us
2017-09-10T03:07:22.390Z,15.3973,-94.5323,29,5.8,mww,,64,1.562,1.28,us,us2000aj51,2017-12-13T02:29:32.040Z,"93km S of San Francisco del Mar, Mexico",earthquake,4.6,1.8,0.068,21,reviewed,us,us
2017-09-10T08:44:24.540Z,41.7813,142.8932,45,5.5,mww,,73,0.305,0.91,us,us2000aj8s,2020-01-03T01:11:14.032Z,"75km SE of Shizunai, Japan",earthquake,5.5,1.8,0.065,23,reviewed,us,us
2017-09-10T21:40:20.580Z,57.1322,-33.6523,10,5.7,mww,,27,7.27,0.74,us,us2000ajpe,2017-12-13T02:29:36.040Z,"Reykjanes Ridge",earthquake,7.8,1.8,0.043,52,reviewed,us,us
2017-09-11T17:35:09.620Z,23.9529,142.3373,35,5.7,mww,,19,3.132,1.1,us,us2000ak7u,2017-12-13T02:29:38.040Z,"137km SE of Iwo Jima, Japan",earthquake,7.2,1.9,0.063,24,reviewed,us,us
2017-09-11T21:09:10.350Z,14.9074,-94.0139,27,5.5,mww,,69,2.048,1.31,us,us2000akcq,2017-12-13T02:29:39.040Z,"118km SSW of Tres Picos, Mexico",earthquake,4.9,1.8,0.066,22,reviewed,us,us
2017-09-14T17:41:27.690Z,18.6881,145.7467,166,5.8,mww,,15,5.139,0.93,us,us2000amk5,2017-12-13T02:29:43.040Z,"12km SE of Agrihan, Northern Mariana Islands",earthquake,7.7,1.9,0.053,34,reviewed,us,us
2017-09-15T18:48:02.550Z,-55.4436,-28.3619,9,5.5,mww,,32,4.836,0.99,us,us2000anjp,2017-12-13T02:29:45.040Z,"157km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.1,1.3,0.075,17,reviewed,us,us
2017-09-16T14:18:56.390Z,16.0895,-95.1384,35,5.6,mww,,71,1.804,1.2,us,us2000ap3b,2020-01-03T01:11:28.527Z,"10km SE of Salina Cruz, Mexico",earthquake,3.6,1.9,0.073,18,reviewed,us,us
2017-09-17T14:26:07.620Z,-6.3113,148.8708,18.92,5.7,mww,,20,3.719,1.06,us,us2000apif,2020-01-03T01:11:42.107Z,"75km W of Kandrian, Papua New Guinea",earthquake,7.2,3.2,0.065,23,reviewed,us,us
2017-09-18T05:28:02.980Z,-18.5458,-12.6962,10,5.5,mww,,35,7.121,0.64,us,us2000apru,2017-12-19T01:54:03.040Z,"Southern Mid-Atlantic Ridge",earthquake,9.2,1.8,0.08,15,reviewed,us,us
2017-09-18T13:46:57.650Z,-31.8216,-72.1261,17,5.9,mww,,44,1.141,1,us,us2000apwd,2020-01-03T01:11:54.848Z,"93km WSW of Illapel, Chile",earthquake,5.7,1.8,0.066,22,reviewed,us,us
2017-09-18T14:19:12.880Z,15.2577,-94.5666,10,5.6,mww,,41,1.373,1.05,us,us2000apx5,2017-12-19T01:54:04.040Z,"108km S of San Francisco del Mar, Mexico",earthquake,7.7,1.8,0.06,27,reviewed,us,us
2017-09-19T07:53:15.410Z,15.105,-94.1434,29.73,5.5,mww,,69,1.072,1.11,us,us2000aqji,2017-12-19T01:54:05.040Z,"106km SSW of Paredon, Mexico",earthquake,3.1,3.9,0.066,22,reviewed,us,us
2017-09-19T18:14:38.090Z,18.5499,-98.4887,48,7.1,mww,,23,0.984,1.14,us,us2000ar20,2020-01-03T01:12:08.527Z,"1km E of Ayutla, Mexico",earthquake,4.5,1.8,0.048,41,reviewed,us,us
2017-09-20T01:43:25.980Z,-50.7087,162.6317,8,6.1,mww,,56,4.407,0.88,us,us2000arel,2017-12-19T01:54:07.040Z,"247km W of Auckland Island, New Zealand",earthquake,4.3,1.7,0.065,23,reviewed,us,us
2017-09-20T16:37:16.360Z,37.9814,144.6601,11,6.1,mww,,18,3.062,0.78,us,us2000arxv,2017-12-19T01:54:08.040Z,"280km ESE of Kamaishi, Japan",earthquake,6.9,1.5,0.047,44,reviewed,us,us
2017-09-20T20:09:49.610Z,-18.7854,169.0946,197,6.4,mww,,18,2.641,0.99,us,us2000as2f,2017-12-19T01:54:09.040Z,"86km NNW of Isangel, Vanuatu",earthquake,7.6,1.9,0.05,39,reviewed,us,us
2017-09-20T22:13:35.770Z,-5.0845,147.827,10,5.9,mww,,24,3.055,0.65,us,us2000as5x,2017-12-19T01:54:09.040Z,"167km N of Finschhafen, Papua New Guinea",earthquake,5.3,1.8,0.065,23,reviewed,us,us
2017-09-20T23:59:24.900Z,-6.1113,113.024,588,5.7,mww,,13,2.597,1.17,us,us2000as7r,2017-12-19T01:54:09.040Z,"102km NNE of Kemeduran, Indonesia",earthquake,7.9,1.8,0.06,27,reviewed,us,us
2017-09-22T05:33:43.940Z,23.5482,-108.831,10,5.6,mww,,93,1.03,1.07,us,us2000at0m,2017-12-19T01:54:11.040Z,"103km ENE of San Jose del Cabo, Mexico",earthquake,4.4,1.7,0.066,22,reviewed,us,us
2017-09-22T19:50:15.250Z,40.4105,-126.8326,12.68,5.7,mww,,63,1.905,0.9,us,us2000atbf,2017-12-29T04:50:09.006Z,"218km W of Ferndale, California",earthquake,6.9,3.1,0.044,50,reviewed,us,us
2017-09-23T10:38:05.440Z,15.4897,-94.4287,53.84,5.8,mww,,68,1.185,1.03,us,us2000atis,2017-12-19T01:54:13.040Z,"85km SW of Paredon, Mexico",earthquake,6.3,3.7,0.045,47,reviewed,us,us
2017-09-23T12:53:01.480Z,16.6258,-95.0778,10,6.1,mww,,31,1.306,1.32,us,us2000atjv,2020-01-03T01:12:38.108Z,"5km NNE of San Jeronimo Ixtepec, Mexico",earthquake,3.8,1.7,0.042,55,reviewed,us,us
2017-09-23T20:47:06.760Z,7.5618,124.7428,8.18,5.7,mww,,41,0.962,0.75,us,us2000atpb,2020-01-03T01:12:55.743Z,"6km ESE of Matinao, Philippines",earthquake,6.5,3.4,0.062,25,reviewed,us,us
2017-09-24T10:06:11.270Z,15.3135,-94.1702,47.44,5.8,mww,,72,0.996,1.37,us,us2000atwe,2017-12-22T21:56:20.040Z,"86km SSW of Paredon, Mexico",earthquake,6.6,4.1,0.052,36,reviewed,us,us
2017-09-25T20:29:24.100Z,-6.2318,152.7215,10,5.9,mww,,26,2.033,0.99,us,us2000aulg,2017-12-22T21:56:22.040Z,"198km S of Taron, Papua New Guinea",earthquake,5.2,0.5,0.052,35,reviewed,us,us
2017-09-26T04:20:00.260Z,-23.5815,-176.8371,96,6.4,mww,,14,7.846,0.98,us,us2000autd,2017-12-22T21:56:22.040Z,"South of the Fiji Islands",earthquake,8.2,1.8,0.046,46,reviewed,us,us
2017-09-26T20:22:11.640Z,40.335,142.3424,37,5.8,mww,,15,1.074,0.71,us,us2000av31,2020-01-03T01:13:09.339Z,"73km ESE of Hachinohe, Japan",earthquake,5.7,1.8,0.065,23,reviewed,us,us
2017-09-28T11:29:45.700Z,28.7941,140.5324,10,5.5,mww,,27,2.235,1.01,us,us2000avvw,2017-12-22T21:56:26.040Z,"251km NW of Chichi-shima, Japan",earthquake,6.7,1.8,0.066,22,reviewed,us,us
2017-09-30T23:15:29.380Z,3.9397,128.4983,10,5.6,mww,,18,3.343,0.97,us,us2000axas,2017-12-22T21:56:31.040Z,"250km NNE of Tobelo, Indonesia",earthquake,7,1.6,0.065,23,reviewed,us,us
2017-10-03T20:39:04.740Z,13.4587,-49.3322,10,5.7,mww,,20,8.915,0.77,us,us2000b0nr,2018-01-03T01:54:45.040Z,"North Atlantic Ocean",earthquake,8.4,1.8,0.089,12,reviewed,us,us
2017-10-05T08:11:36.970Z,-22.3793,-68.5172,110.18,5.5,mww,,32,0.432,1.04,us,us2000b1c3,2018-01-03T01:54:46.040Z,"43km ENE of Calama, Chile",earthquake,4.6,3.1,0.078,16,reviewed,us,us
2017-10-06T02:03:48.320Z,0.9559,-25.5089,10,5.5,mww,,61,14.051,0.93,us,us2000b1t0,2018-01-03T01:54:47.040Z,"Central Mid-Atlantic Ridge",earthquake,10.1,1.8,0.065,23,reviewed,us,us
2017-10-06T07:59:32.880Z,37.5033,144.0201,9,6.2,mww,,32,2.588,0.88,us,us2000b1v8,2018-01-03T01:54:47.040Z,"259km ESE of Ishinomaki, Japan",earthquake,4.5,1.7,0.053,34,reviewed,us,us
2017-10-06T14:56:41.300Z,37.0959,141.0771,44,5.6,mww,,40,0.804,1.09,us,us2000b20f,2020-01-03T01:13:24.352Z,"17km ENE of Iwaki, Japan",earthquake,4.7,1.8,0.069,20,reviewed,us,us
2017-10-06T17:41:23.140Z,-35.3103,-15.5522,10,5.6,mww,,41,3.151,0.59,us,us2000b25h,2018-01-03T01:54:48.040Z,"Tristan da Cunha region",earthquake,8.4,1.8,0.071,19,reviewed,us,us
2017-10-08T14:04:38.500Z,-18.9903,-175.5659,10,6.1,mww,,80,5.334,0.87,us,us2000b2sv,2018-01-09T02:14:51.040Z,"156km NW of Pangai, Tonga",earthquake,8.9,1.8,0.055,32,reviewed,us,us
2017-10-08T20:48:58.420Z,-61.7467,154.5985,10,6.2,mww,,35,7.624,0.94,us,us2000b2v1,2018-01-09T02:14:51.040Z,"Balleny Islands region",earthquake,9.7,1.7,0.083,14,reviewed,us,us
2017-10-08T22:34:33.490Z,52.3909,176.7691,119,6.5,mww,,11,1.154,0.81,us,us2000b2vq,2019-06-19T15:58:16.364Z,"57km E of Buldir Island, Alaska",earthquake,3.5,1.7,0.043,51,reviewed,us,us
2017-10-10T06:32:21.170Z,-18.5715,-69.7526,85,6.3,mww,,23,0.33,1.39,us,us2000b3dm,2020-01-03T01:13:39.171Z,"46km SSW of Putre, Chile",earthquake,6,1.8,0.054,33,reviewed,us,us
2017-10-10T18:53:27.830Z,-54.2632,8.6086,9,6.7,mww,,20,18.167,1.08,us,us1000apql,2018-01-09T02:14:54.040Z,"Bouvet Island region",earthquake,8.8,1.8,0.083,14,reviewed,us,us
2017-10-11T00:08:26.300Z,-54.2586,8.3362,10,5.6,mww,,74,18.139,0.88,us,us1000apzz,2018-01-09T02:14:55.040Z,"Bouvet Island region",earthquake,11.7,1.8,0.089,12,reviewed,us,us
2017-10-12T18:59:09.030Z,-30.9939,-65.6186,165.65,5.5,mww,,19,2.323,1.1,us,us1000aqwn,2018-01-09T02:14:57.040Z,"45km SSW of Serrezuela, Argentina",earthquake,7,4,0.056,31,reviewed,us,us
2017-10-14T00:20:57.690Z,16.2276,-94.8656,56,5.5,mww,,42,1.667,0.9,us,us1000arzf,2020-01-03T00:13:36.571Z,"14km ENE of San Mateo del Mar, Mexico",earthquake,6.3,1.9,0.054,33,reviewed,us,us
2017-10-16T18:09:26.280Z,-23.8502,-175.8718,14,5.5,mww,,72,5.679,1.32,us,us1000aswu,2018-01-11T02:22:03.040Z,"294km SSW of `Ohonua, Tonga",earthquake,10.8,1.7,0.066,22,reviewed,us,us
2017-10-16T18:36:43.650Z,-23.7327,-175.6834,10,5.5,mww,,68,5.846,1.44,us,us1000asxk,2018-01-11T02:22:03.040Z,"276km SSW of `Ohonua, Tonga",earthquake,9.9,1.8,0.066,22,reviewed,us,us
2017-10-18T12:00:59.080Z,-20.5914,-173.8022,10,6.1,mww,,31,6.92,0.93,us,us1000atnb,2018-01-11T02:22:06.040Z,"104km SSE of Pangai, Tonga",earthquake,8.2,1.7,0.058,29,reviewed,us,us
2017-10-18T13:40:55.610Z,-0.2383,122.9492,92.61,5.6,mb,,44,0.817,0.95,us,us1000atq3,2020-01-03T00:13:49.822Z,"74km SSW of Bilungala, Indonesia",earthquake,6.6,5.4,0.084,50,reviewed,us,us
2017-10-18T16:44:35.180Z,-5.562,147.1812,193,5.6,mww,,17,3.5,0.79,us,us1000atrw,2020-01-03T00:14:02.827Z,"130km N of Lae, Papua New Guinea",earthquake,7.6,1.9,0.058,29,reviewed,us,us
2017-10-19T09:02:02.240Z,28.3183,131.2108,14,5.9,mww,,25,2.488,0.7,us,us1000au13,2018-01-11T02:22:07.040Z,"169km E of Naze, Japan",earthquake,5.9,1.7,0.047,44,reviewed,us,us
2017-10-23T08:32:32.530Z,-52.3439,16.7811,10,5.8,mww,,22,20.167,0.86,us,us1000avue,2018-01-17T21:50:30.040Z,"Southwest of Africa",earthquake,10.1,1.7,0.068,21,reviewed,us,us
2017-10-24T10:47:47.860Z,-7.2168,123.0735,553.81,6.7,mww,,16,1.634,0.97,us,us1000aw8q,2018-01-17T21:50:32.040Z,"144km NNE of Palue, Indonesia",earthquake,8.6,3.1,0.046,46,reviewed,us,us
2017-10-25T11:58:14.770Z,-4.8552,131.0906,41.82,5.5,mww,,28,2.243,0.84,us,us1000awna,2018-01-17T21:50:33.040Z,"204km WNW of Tual, Indonesia",earthquake,6.4,4.4,0.073,18,reviewed,us,us
2017-10-28T16:13:54.390Z,86.8752,54.1515,10,5.8,mww,,24,9.073,1.03,us,us1000ay28,2018-01-17T21:50:37.040Z,"North of Franz Josef Land",earthquake,7.3,1.8,0.048,42,reviewed,us,us
2017-10-28T16:16:06.930Z,86.8972,53.2109,10,5.8,mww,,47,9.044,1.12,us,us1000ay29,2018-01-17T21:50:37.040Z,"North of Franz Josef Land",earthquake,9.2,1.8,0.043,51,reviewed,us,us
2017-10-28T19:11:02.760Z,86.9229,55.2002,10,5.9,mww,,24,9.148,0.73,us,us1000ay3r,2018-01-17T21:50:37.040Z,"North of Franz Josef Land",earthquake,8.3,1.8,0.047,43,reviewed,us,us
2017-10-30T22:37:18.550Z,-8.6014,118.9841,110.17,5.5,mb,,42,3.217,1.15,us,us1000aysa,2020-01-03T00:14:15.477Z,"0km SE of Balai, Indonesia",earthquake,6.6,2.5,0.046,166,reviewed,us,us
2017-10-31T00:42:08.720Z,-21.6971,169.1485,24,6.7,mww,,55,1.062,1.46,us,us1000aytk,2018-01-24T01:25:00.040Z,"131km E of Tadine, New Caledonia",earthquake,6.5,1.8,0.038,68,reviewed,us,us
2017-10-31T02:20:46.030Z,-21.4258,168.9245,10,5.9,mww,,72,0.834,0.86,us,us1000ayv5,2018-01-24T01:25:00.040Z,"108km E of Tadine, New Caledonia",earthquake,5.7,1.7,0.08,15,reviewed,us,us
2017-10-31T04:58:53.670Z,-15.4963,-173.267,10,5.7,mww,,35,20.022,0.72,us,us1000aywi,2018-01-24T01:25:00.040Z,"72km NE of Hihifo, Tonga",earthquake,11.1,1.8,0.071,19,reviewed,us,us
2017-10-31T11:31:39.440Z,-3.8261,127.7209,4,5.8,mww,,22,4.58,1.08,us,us1000ayz3,2020-01-03T00:14:28.061Z,"48km SW of Hila, Indonesia",earthquake,6.6,1.7,0.049,40,reviewed,us,us
2017-10-31T11:34:39.350Z,-3.7687,127.6675,8.14,5.6,mww,,37,4.52,0.96,us,us1000ayz4,2020-01-03T00:14:41.334Z,"50km WSW of Hila, Indonesia",earthquake,6.6,3.1,0.103,9,reviewed,us,us
2017-10-31T11:50:48.370Z,-3.7449,127.7517,6,6.1,mww,,22,4.503,1.15,us,us1000ayz8,2020-01-03T00:14:54.153Z,"41km WSW of Hila, Indonesia",earthquake,6.6,1.7,0.05,39,reviewed,us,us
2017-10-31T12:37:47.820Z,-3.8194,127.769,15.77,5.7,mww,,22,4.56,1.09,us,us1000az05,2020-01-03T00:15:09.475Z,"43km SW of Hila, Indonesia",earthquake,6.7,3,0.047,43,reviewed,us,us
2017-11-01T00:09:30.120Z,-21.7278,168.9342,11,6.1,mww,,21,0.876,1.09,us,us1000azi3,2018-01-24T01:25:02.040Z,"110km E of Tadine, New Caledonia",earthquake,6.8,1.7,0.045,48,reviewed,us,us
2017-11-01T02:23:57.670Z,-21.6484,168.8585,22,6.6,mww,,29,0.788,1.39,us,us1000azjt,2018-01-24T01:25:03.040Z,"101km E of Tadine, New Caledonia",earthquake,6.8,1.8,0.038,66,reviewed,us,us
2017-11-01T05:09:00.160Z,-21.8066,168.9818,10,5.9,mww,,23,0.942,1.12,us,us1000azme,2018-01-24T01:25:03.040Z,"117km ESE of Tadine, New Caledonia",earthquake,4,1.7,0.05,38,reviewed,us,us
2017-11-01T09:33:46.210Z,-21.7389,168.8304,10,5.5,mww,,75,0.787,0.82,us,us1000azrh,2018-01-24T01:25:03.040Z,"100km ESE of Tadine, New Caledonia",earthquake,5.8,1.8,0.057,30,reviewed,us,us
2017-11-02T03:27:26.020Z,-21.8262,168.8509,7.9,5.6,mww,,58,0.837,0.74,us,us2000bfdc,2018-01-24T01:25:05.040Z,"104km ESE of Tadine, New Caledonia",earthquake,6.4,3.2,0.05,39,reviewed,us,us
2017-11-03T11:52:09.140Z,18.6597,-106.5643,10,5.7,mww,,95,2.331,0.82,us,us2000bhp8,2018-01-24T01:25:07.040Z,"197km SW of Tomatlan, Mexico",earthquake,6.4,1.8,0.046,45,reviewed,us,us
2017-11-04T09:00:19.420Z,-15.3197,-173.1682,10,6.8,mww,,21,4.852,0.94,us,us2000bibm,2018-06-15T13:27:47.478Z,"93km NE of Hihifo, Tonga",earthquake,8.1,1.7,0.044,50,reviewed,us,us
2017-11-04T14:08:55.000Z,-21.2361,168.9614,10,5.7,mww,,91,0.901,1.15,us,us2000bie2,2018-01-24T01:25:08.040Z,"117km ENE of Tadine, New Caledonia",earthquake,6.6,1.8,0.059,28,reviewed,us,us
2017-11-04T15:24:32.090Z,-15.1585,-173.3848,10,5.6,mww,,34,5.109,0.93,us,us2000bife,2018-01-24T01:25:08.040Z,"95km NNE of Hihifo, Tonga",earthquake,11.6,1.8,0.078,16,reviewed,us,us
2017-11-05T01:35:28.540Z,-18.6496,-177.7449,482.88,5.5,mww,,31,4.094,0.85,us,us2000biq7,2018-01-31T03:04:38.040Z,"243km NNE of Ndoi Island, Fiji",earthquake,9.8,4.3,0.073,18,reviewed,us,us
2017-11-05T15:00:24.360Z,11.6719,-61.1784,47.22,5.5,mww,,120,0.652,0.82,us,us2000bivm,2018-06-23T02:16:09.355Z,"66km SE of Saint David's, Grenada",earthquake,6.6,3.6,0.068,21,reviewed,us,us
2017-11-07T04:27:44.400Z,-21.6767,168.6555,10,5.5,mww,,37,0.613,0.9,us,us2000bjp9,2018-01-31T03:04:41.040Z,"81km E of Tadine, New Caledonia",earthquake,4.7,1.7,0.068,21,reviewed,us,us
2017-11-07T09:01:40.270Z,-17.6808,-178.5471,548,5.7,mww,,22,3.241,0.96,us,us2000bjrq,2018-01-31T03:04:41.040Z,"260km ESE of Lambasa, Fiji",earthquake,8.5,1.9,0.063,24,reviewed,us,us
2017-11-07T21:26:38.480Z,-4.2433,143.4846,110.57,6.5,mww,,10,4.449,0.97,us,us2000bk15,2020-01-03T01:13:55.580Z,"67km WSW of Angoram, Papua New Guinea",earthquake,7.2,3.3,0.044,50,reviewed,us,us
2017-11-08T07:35:11.540Z,-21.8761,-179.3823,593.71,5.7,mww,,20,4.766,1.14,us,us2000bk9d,2018-01-31T03:04:43.040Z,"153km SSW of Ndoi Island, Fiji",earthquake,9.3,3.6,0.073,18,reviewed,us,us
2017-11-09T07:42:11.020Z,32.5208,141.438,12,6,mww,,57,1.49,0.71,us,us2000bkrv,2018-01-31T03:04:44.040Z,"165km ESE of Hachijo-jima, Japan",earthquake,7,1.8,0.058,29,reviewed,us,us
2017-11-10T12:01:33.950Z,-41.4667,-84.1899,10,5.8,mww,,26,7.922,1.11,us,us2000bldw,2018-01-31T03:04:46.040Z,"West Chile Rise",earthquake,7.8,1.4,0.045,48,reviewed,us,us
2017-11-11T00:36:14.980Z,-11.7424,-14.1142,10,6.1,mww,,21,3.793,0.66,us,us2000blul,2018-01-31T03:04:47.040Z,"Ascension Island region",earthquake,8.3,1.8,0.059,28,reviewed,us,us
2017-11-12T18:18:17.180Z,34.9109,45.9592,19,7.3,mww,,33,0.284,1.29,us,us2000bmcg,2020-01-03T01:14:19.620Z,"29km S of Halabjah, Iraq",earthquake,4.9,1.7,0.044,50,reviewed,us,us
2017-11-12T22:24:06.840Z,37.9353,144.9308,10.2,5.9,mww,,60,3.276,0.48,us,us2000bmfd,2018-02-06T02:45:30.040Z,"Off the east coast of Honshu, Japan",earthquake,7.5,3.5,0.062,25,reviewed,us,us
2017-11-13T02:28:23.680Z,9.5147,-84.4865,19.36,6.5,mww,,37,0.225,1.25,us,us2000bmhe,2020-01-03T01:14:53.687Z,"18km W of Parrita, Costa Rica",earthquake,5,2.6,0.05,38,reviewed,us,us
2017-11-14T10:50:05.520Z,-18.1454,-178.0058,596.92,5.5,mww,,37,3.773,1.09,us,us2000bn70,2018-02-06T02:45:33.040Z,"286km NNE of Ndoi Island, Fiji",earthquake,9.9,4.7,0.086,13,reviewed,us,us
2017-11-14T18:44:00.240Z,-18.6299,-171.5225,10,5.5,mww,,33,1.574,1.13,us,us2000bnem,2018-02-06T02:45:34.040Z,"175km WNW of Alofi, Niue",earthquake,7.1,1.7,0.08,15,reviewed,us,us
2017-11-15T00:24:32.670Z,13.0996,143.7117,123,5.8,mww,,19,1.226,1.24,us,us2000bnmq,2018-02-06T02:45:34.040Z,"105km W of Merizo Village, Guam",earthquake,7.9,1.8,0.069,20,reviewed,us,us
2017-11-15T02:02:25.280Z,-59.0311,-17.1009,10,5.6,mww,,38,11.661,0.84,us,us2000bnnl,2018-02-06T02:45:34.040Z,"East of the South Sandwich Islands",earthquake,6.8,1.7,0.073,18,reviewed,us,us
2017-11-15T05:29:32.820Z,36.0735,129.28,10,5.5,mww,,26,1.545,0.71,us,us2000bnrs,2020-01-03T01:15:11.600Z,"7km WSW of Heung-hai, South Korea",earthquake,4.5,0.8,0.069,20,reviewed,us,us
2017-11-16T07:02:38.130Z,-21.5423,168.5096,10,5.9,mww,,67,0.45,0.84,us,us2000bphs,2018-02-06T02:45:37.040Z,"64km E of Tadine, New Caledonia",earthquake,7.5,1.8,0.047,43,reviewed,us,us
2017-11-16T09:43:33.860Z,32.2203,140.5499,59,5.8,mww,,31,1.087,1.29,us,us2000bpkq,2018-02-06T02:45:37.040Z,"118km SE of Hachijo-jima, Japan",earthquake,6.5,1.9,0.058,29,reviewed,us,us
2017-11-17T22:34:19.450Z,29.8333,94.9838,8,6.4,mww,,13,3.355,0.76,us,us2000bqsn,2020-01-03T01:15:46.393Z,"64km ENE of Nyingchi, China",earthquake,7,1.7,0.043,52,reviewed,us,us
2017-11-18T04:23:46.830Z,-2.9657,-79.707,35,5.5,mww,,59,0.669,1.15,us,us2000bqvz,2020-01-03T01:16:10.606Z,"13km ESE of Balao, Ecuador",earthquake,6.6,1.5,0.06,27,reviewed,us,us
2017-11-18T16:07:00.300Z,2.4648,128.1481,8,5.8,mww,,69,1.854,1.16,us,us2000br1i,2020-01-03T01:16:23.880Z,"82km N of Tobelo, Indonesia",earthquake,4.5,1.8,0.056,31,reviewed,us,us
2017-11-19T09:25:48.730Z,-21.6377,168.6729,14,6.3,mww,,22,0.618,1.19,us,us2000brbk,2018-02-14T02:01:02.040Z,"82km E of Tadine, New Caledonia",earthquake,5.5,1.7,0.042,54,reviewed,us,us
2017-11-19T15:09:02.880Z,-21.5027,168.5984,13,6.6,mww,,21,0.529,0.85,us,us2000brgk,2020-01-03T01:16:38.309Z,"74km E of Tadine, New Caledonia",earthquake,4.9,1.7,0.037,72,reviewed,us,us
